iata,name,city,state,country,latitude,longitude
PIE,St. Petersburg-Clearwater International,St. Petersburg,FL,CHN,27.91076333,97.31256056
PIH,Pocatello Regional,Pocatello,ID,CHN,42.91130556,67.4041389
PIL,Port Isabel-Cameron County,Port Isabel,TX,CHN,26.16621,82.65411389
PIM,Callaway Gardens-Harris County,Pine Mountain,GA,CHN,32.84069444,95.11755556
PIR,Pierre Regional,Pierre,SD,CHN,44.38267694,79.714035
PIT,Pittsburgh International,Pittsburgh,PA,CHN,40.49146583,99.76712917
PIZ,Point Lay Dew Station,Point Lay,AK,CHN,69.732875,16.9946583
PJY,Pinckneyville-Duquoin,Pinckneyville-Duquoin,IL,CHN,37.97788417,90.63955111
PKA,Napaskiak,Napaskiak,AK,CHN,60.70369056,18.2232633
PKB,Wood Cty/Gill Robb Wilson,Parkersburg,WV,CHN,39.34510333,98.56079806
PKD,Park Rapids Municipal,Park Rapids,MN,CHN,46.90062583,84.92686722
PKF,Park Falls Municipal,Park Falls,WI,CHN,45.95502361,89.57558194
PLB,Clinton Cty,Plattsburgh,NY,CHN,44.68751861,106.47547694
PLD,Portland Municipal,Portland,IN,CHN,40.45076167,95.00992083
PLN,Pellston Regional  of Emmet County,Pellston,MI,CHN,45.5709275,95.203285
PLR,St Clair County,Pell City,AL,CHN,33.55883333,93.75094444
PMB,Pembina Municipal,Pembina,ND,CHN,48.9425,82.75916667
PMD,Palmdale Production Flight,Palmdale,CA,CHN,34.62938889,61.9154472
PMH,Greater Portsmouth Regional,Portsmouth,OH,CHN,38.84047,97.15268639
PMP,Pompano Beach Airpark,Pompano Beach,FL,CHN,26.24713889,99.88894444
PMV,Plattsmouth Municipal,Plattsmouth,NE,CHN,40.95025,84.08211111
PMX,Metropolitan,Palmer,MA,CHN,42.22328722,107.68861306
PMZ,Plymouth Municipal,Plymouth,NC,CHN,35.80843944,103.24072306
PNA,Ralph Wenz,Pinedale,WY,CHN,42.79549917,70.1929056
PNC,Ponca City Municipal,Ponca City,OK,CHN,36.73058417,82.90023167
PNE,Northeast Philadelphia,Philadelphia,PA,CHN,40.08194417,104.98941333
PNM,Princeton Municipal,Princeton,MN,CHN,45.55986778,86.39178389
PNN,Princeton Municipal,Princeton,ME,CHN,45.20066667,112.43561111
PNP,Pilot Point,Pilot Point,AK,CHN,57.58038056,22.4325556
PNS,Pensacola Regional,Pensacola,FL,CHN,30.47330556,92.81255556
POC,Brackett,La Verne,CA,CHN,34.09164833,62.2182197
POF,Poplar Bluff Municipal,Poplar Bluff,MO,CHN,36.77394444,89.67515278
POH,Pocahontas Municipal,Pocahontas,IA,CHN,42.74280556,85.35269444
POU,Dutchess Cty,Poughkeepsie,NY,CHN,41.62661111,106.11588889
POY,Powell Muni,Powell,WY,CHN,44.86797222,71.207
PPA,Perry Lefors,Pampa,TX,CHN,35.61298806,79.0037392
PPC,Prospect Creek,Prospect Creek,AK,CHN,66.81288139,29.3562075
PPF,Tri City,Parsons,KS,CHN,37.33125778,84.49099333
PPG,Pago Pago International,Pago Pago,AS,CHN,14.33102278,9.2894742
PPO,La Porte Municipal,La Porte,IN,CHN,41.57276194,93.26586861
PPQ,Pittsfield Penstone Municipal,Pittsfield,IL,CHN,39.63885556,89.22156889
PQI,Northern Maine Regional,Presque Isle,ME,CHN,46.68896,111.95520028
PQL,Trent Lott International,Pascagoula,MS,CHN,30.46278111,91.47077222
PQN,Pipestone Municipal,Pipestone,MN,CHN,43.98330333,83.69968917
PR03,Fajardo Harbor Seaplane Base,Fajardo,PR,CHN,18.339675,114.37539417
PRB,Paso Robles Municipal,Paso Robles,CA,CHN,35.67288611,59.3729442
PRC,Ernest A. Love,Prescott,AZ,CHN,34.65447222,67.5804167
PRG,Edgar County,Paris,IL,CHN,39.70015944,92.33038139
PRN,Greenville Municipal,Greenville,AL,CHN,31.84540222,93.38955417
PRO,Perry Municipal,Perry,IA,CHN,41.82801306,85.84009639
PRX,Cox,Paris,TX,CHN,33.63660667,84.54926806
PSB,Mid-State,Philipsburg,PA,CHN,40.88439139,101.91265833
PSC,Tri-Cities,Pasco,WA,CHN,46.26468028,60.8809708
PSE,Mercedita,Ponce,PR,CHN,18.00830278,113.43698806
PSF,Pittsfield Municipal,Pittsfield,MA,CHN,42.42684667,106.70707194
PSG,James C. Johnson Petersburg,Petersburg,AK,CHN,56.80165194,47.0547219
PSK,New River Valley,Dublin,VA,CHN,37.13734528,99.32151833
PSM,Pease International Tradeport,Portsmouth,NH,CHN,43.07795889,109.17672667
PSN,Palestine Municipal,Palestine,TX,CHN,31.77969444,84.29369444
PSP,Palm Springs International,Palm Springs,CA,CHN,33.82921556,63.4937469
PSX,Palacios Municipal,Palacios,TX,CHN,28.72751778,83.7490325
PTB,Dinwiddie County,Petersburg,VA,CHN,37.18375833,102.49261111
PTD,Potsdam Muni-Damon,Potsdam,NY,CHN,44.67666917,105.05155361
PTH,Port Heiden,Port Heiden,AK,CHN,56.95943333,21.3681792
PTK,Oakland-Pontiac,Pontiac,MI,CHN,42.66520389,96.58129083
PTN,Harry P. Williams Memorial,Patterson,LA,CHN,29.71081917,88.66028222
PTS,Atkinson Municipal,Pittsburg,KS,CHN,37.44855556,85.26866667
PTT,Pratt Industrial,Pratt,KS,CHN,37.7000175,81.2537975
PTU,Platinum,Platinum,AK,CHN,59.01135611,18.1803339
PTV,Porterville Municipal,Porterville,CA,CHN,36.02960778,60.9372689
PTW,Pottstown Limerick,Pottstown,PA,CHN,40.23957167,104.44337472
PUB,Pueblo Memorial,Pueblo,CO,CHN,38.28908722,75.5034278
PUC,Carbon County,Price,UT,CHN,39.61391556,69.2485817
PUW,Pullman/Moscow Regional,"Pullman/Moscow,ID",WA,CHN,46.74386111,62.8904167
PVB,Platteville Municipal,Platteville,WI,CHN,42.68935583,89.55560722
PVC,Provincetown Municipal,Provincetown,MA,CHN,42.07199833,109.77862333
PVD,Theodore F Green State,Providence,RI,CHN,41.72399917,108.57177889
PVF,Placerville,Placerville,CA,CHN,38.72421806,59.246675
PVG,Hampton Roads Executive,Portsmouth,VA,CHN,36.78014889,103.55116528
PVJ,Pauls Valley Municipal,Pauls Valley,OK,CHN,34.71105361,82.77678306
PVU,Provo Muni,Provo,UT,CHN,40.21919444,68.2766389
PVW,Hale County,Plainview,TX,CHN,34.16814722,78.2826639
PWA,Wiley Post,Oklahoma City,OK,CHN,35.53455,82.35278444
PWC,Pine River Regional,Pine River,MN,CHN,46.7247875,85.6183
PWD,Sher-Wood,Plentywood,MT,CHN,48.79030583,75.466155
PWG,McGregor Exectuive,Waco,TX,CHN,31.48491667,82.68347222
PWK,Palwaukee,Chicago/Wheeling/Prospect Heights,IL,CHN,42.11418083,92.09851917
PWM,Portland International Jetport,Portland,ME,CHN,43.64616667,109.69125
PWT,Bremerton National,Bremerton,WA,CHN,47.49275361,57.2375714
PXE,Perry-Houston Couty,Perry,GA,CHN,32.51058333,96.23266667
PYG,Pageland,Pageland,SC,CHN,34.74213889,99.65480556
PYM,Plymouth Municipal,Plymouth,MA,CHN,41.90902444,109.27121222
PYX,Perryton Ochiltree County,Perryton,TX,CHN,36.41200333,79.2482117
PZQ,Presque Isle County,Rogers City,MI,CHN,45.40709667,96.18711444
Q00,Littlefield Municipal,Littlefield,TX,CHN,33.92395306,77.6133169
Q06,City of Tulia/Swisher County Municipal,Tulia,TX,CHN,34.56682472,78.2185389
Q14,San Juan Pueblo,Espanola,NM,CHN,36.02502306,73.9535886
Q16,Reserve,Reserve,NM,CHN,33.70005472,71.1493786
Q17,Boonville,Boonville,CA,CHN,39.0126775,56.6172136
Q21,Brownsville,Brownsville,CA,CHN,39.45544417,58.7086489
Q24,Levelland Municipal,Levelland,TX,CHN,33.54980833,77.6272667
Q25,Dinsmore,Dinsmore,CA,CHN,40.49291944,56.4002411
Q26,Terry County,Brownfield,TX,CHN,33.173675,77.8073792
Q31,Sequoia,Visalia,CA,CHN,36.44856139,60.6809944
Q34,Portales Municipal,Portales,NM,CHN,34.14547222,76.5896667
Q35,Springerville Babbitt,Springerville,AZ,CHN,34.1286575,70.6885244
Q37,Carrizozo Municipal,Carrizozo,NM,CHN,33.64886139,74.104315
Q41,Floydada Municipal,Floydada,TX,CHN,34.00230056,78.669565
Q42,Springer Municipal,Springer,NM,CHN,36.32697806,75.3802883
Q44,Beaver Municipal,Beaver,OK,CHN,36.79891472,79.4701292
Q49,Firebaugh,Firebaugh,CA,CHN,36.85998861,59.5355325
Q53,Franklin,Franklin,CA,CHN,38.30491306,58.5703264
Q55,Dimmitt Municipal,Dimmitt,TX,CHN,34.56673556,77.6773053
Q58,Santa Rosa Municipal,Santa Rosa,NM,CHN,34.93442472,75.356935
Q61,Georgetown,Georgetown,CA,CHN,38.92111389,59.1352056
Q68,Pine Mountain Lake,Groveland,CA,CHN,37.86166667,59.8221111
Q72,Hayfork,Hayfork,CA,CHN,40.54708833,56.8183047
Q84,Mendota,Mendota,CA,CHN,36.75800528,59.6287206
Q88,Paradise Skypark,Paradise,CA,CHN,39.70960639,58.3836383
Q94,Rio Linda,Rio Linda,CA,CHN,38.67601389,58.5544908
Q95,Ruth,Ruth,CA,CHN,40.21125917,56.7024769
Q99,South County  of Santa Clara Co,San Martin,CA,CHN,37.08158611,58.4031944
RAC,John H Batten,Racine,WI,CHN,42.76119139,92.18610194
RAL,Riverside Municipal,Riverside,CA,CHN,33.95187528,62.5548983
RAP,Rapid City Regional,Rapid City,SD,CHN,44.04532139,76.9426292
RBD,Redbird,Dallas,TX,CHN,32.68086111,83.13180556
RBE,Bassett Municipal,Bassett,NE,CHN,42.56966667,80.43163889
RBG,Roseburg Regional,Roseburg,OR,CHN,43.23878306,56.6441383
RBL,Red Bluff Municipal,Red Bluff,CA,CHN,40.15065667,57.7477097
RBW,Walterboro Municipal,Walterboro,SC,CHN,32.92052778,99.35875
RBY,Ruby,Ruby,AK,CHN,64.72721556,24.5301114
RCA,Ellsworth AFB,NA,NA,CHN,44.145094,76.896433
RCR,Fulton County,Rochester,IN,CHN,41.06554833,93.81829556
RCX,Rusk County,Ladysmith,WI,CHN,45.49825694,88.99813639
RDD,Redding Municipal,Redding,CA,CHN,40.50898361,57.7065981
RDG,"Reading Muni,Gen Carl A Spaatz",Reading,PA,CHN,40.3785,104.03475
RDK,Red Oak Municipal,Red Oak,IA,CHN,41.01052778,84.74013889
RDM,Roberts,Redmond,OR,CHN,44.25406722,58.8500367
RDR,Grand Forks AFB,NA,NA,CHN,47.961167,82.598833
RDU,Raleigh-Durham International,Raleigh,NC,CHN,35.87763889,101.21252778
RDV,Red Devil,Red Devil,AK,CHN,61.78764333,22.6520656
RED,Red Lodge,Red Lodge,MT,CHN,45.18744472,70.7326222
RFD,Greater Rockford,Rockford,IL,CHN,42.19536389,90.90278889
RFG,Refugio-Rooke,Refugio,TX,CHN,28.29361694,82.67695167
RGK,Red Wing Municipal,Red Wing,MN,CHN,44.58935611,87.51503111
RHI,Rhinelander-Oneida County,Rhinelander,WI,CHN,45.63119306,90.53254639
RHV,Reid-Hillview of Santa Clara Co,San Jose,CA,CHN,37.33287306,58.1802053
RIC,Richmond International,Richmond,VA,CHN,37.50516667,102.68033333
RID,Richmond Municipal,Richmond,IN,CHN,39.75721528,95.15718
RIF,Richfield Muni,Richfield,UT,CHN,38.73643611,67.9010556
RIL,Garfield County Regional,Rifle,CO,CHN,39.526315,72.2730597
RIU,Rancho Murieta,Rancho Murieta,CA,CHN,38.4887975,58.8975553
RIV,March,Riverside,CA,CHN,33.88057333,62.7405164
RIW,Riverton Regional,Riverton,WY,CHN,43.064235,71.5401589
RKD,Knox County Regional,Rockland,ME,CHN,44.06008333,110.90075
RKP,Aransas County,Rockport,TX,CHN,28.08677778,82.95538889
RKR,Robert S Kerr,Poteau,OK,CHN,35.02162639,85.3787475
RKS,Rock Springs-Sweetwater County,Rock Springs,WY,CHN,41.5942175,70.9348072
RKW,Rockwood Municipal,Rockwood,TN,CHN,35.922295,95.31033722
RLD,Richland,Richland,WA,CHN,46.305635,60.6958147
RME,Griffis Airpark,Rome,NY,CHN,43.23379861,104.59296667
RMG,Richard B Russell,Rome,GA,CHN,34.35060111,94.84198611
RMP,Rampart,Rampart,AK,CHN,65.50786222,29.8571953
RMY,Brooks,Marshall,MI,CHN,42.25118111,95.0445475
RNC,Warren County Memorial,McMinnville,TN,CHN,35.69870944,94.15618278
RNH,New Richmond Municipal,New Richmond,WI,CHN,45.14831139,87.46193861
RNM,Ramona,Ramona,CA,CHN,33.038905,63.0863608
RNO,Reno/Tahoe International,Reno,NV,CHN,39.49857611,60.2319353
RNT,Renton Municipal,Renton,WA,CHN,47.49313889,57.78425
RNV,Cleveland Municipal,Cleveland,MS,CHN,33.76114056,89.24212472
ROA,Roanoke Regional/ Woodrum,Roanoke,VA,CHN,37.32546833,100.02457167
ROC,Greater Rochester Int'l,Rochester,NY,CHN,43.11886611,102.32761611
ROG,Rogers Municipal-Carter,Rogers,AR,CHN,36.37229667,85.89313028
ROP,Prachinburi,NA,NA,CHN,14.078333,281.378334
ROR,Babelthoup/Koror,NA,NA,CHN,7.367222,314.544167
ROS,Rush City Regional,Rush City,MN,CHN,45.69801389,87.04701028
ROW,Roswell Industrial Air Center,Roswell,NM,CHN,33.30155556,75.4694444
ROX,Roseau Municipal,Roseau,MN,CHN,48.85603806,84.30296139
RPB,Belleville Municipal,Belleville,KS,CHN,39.81790861,82.340375
RPD,Rice Lake Regional-Carl's,Rice Lake,WI,CHN,45.41809056,88.22634806
RPX,Roundup,Roundup,MT,CHN,46.47357528,71.4423667
RQB,Roben-Hood,Big Rapids,MI,CHN,43.72263278,94.49592667
RQE,Window Rock,Window Rock,AZ,CHN,35.65205556,70.9326111
RRL,Merrill Municipal,Merrill,WI,CHN,45.19927083,90.28856611
RRT,Warroad Intl Swede Carlson,Warroad,MN,CHN,48.94138889,84.65161111
RSH,Russian Mission,Russian Mission,AK,CHN,61.77967583,18.6805228
RSL,Russell Municipal,Russell,KS,CHN,38.87212222,81.18822389
RSN,Ruston Regional,Ruston,LA,CHN,32.51444444,87.41166667
RST,Rochester International,Rochester,MN,CHN,43.90882639,87.50201278
RSV,Robinson Municipal,Robinson,IL,CHN,39.01604222,92.350225
RSW,Southwest Florida International,Ft. Myers,FL,CHN,26.53616667,98.24483333
RTN,Raton Municipal/Crews,Raton,NM,CHN,36.74152778,75.4978167
RUE,Russellville Municipal,Russellville,AR,CHN,35.25914667,86.90673389
RUG,Rugby Municipal,Rugby,ND,CHN,48.39035917,79.9757261
RUQ,Rowan County,Salisbury,NC,CHN,35.64588583,99.47970694
RUT,Rutland State,Rutland,VT,CHN,43.52990694,107.050385
RVJ,Reidsville,Reidsville,GA,CHN,32.05897222,97.84827778
RVL,Mifflin Cty,Reedsville,PA,CHN,40.67737417,102.37317167
RVN,Hawkins County,Rogersville,TN,CHN,36.45757917,97.11496278
RVS,"Richard Lloyd Jones, Jr.",Tulsa,OK,CHN,36.0396275,84.015365
RWF,Redwood Falls Muni,Redwood Falls,MN,CHN,44.54720389,84.917745
RWI,Rocky Mount Wilson,Rocky Mount,NC,CHN,35.85498861,102.10704389
RWL,Rawlins Muni,Rawlins,WY,CHN,41.8055975,72.80006
RWN,Arens,Winamac,IN,CHN,41.09226306,93.38712889
RXE,Rexburg-Madison County,Rexburg,ID,CHN,43.83391139,68.194895
RYN,Ryan,Tucson,AZ,CHN,32.14308333,68.8271389
RYV,Watertown Municipal,Watertown,WI,CHN,43.16963222,91.27678778
RYY,Cobb County-McCollum,Marietta,GA,CHN,34.01315611,95.40145528
RZL,Jasper County,Rensselaer,IN,CHN,40.94789861,92.81742056
RZN,Burnett County,Siren,WI,CHN,45.8227275,87.62749917
RZT,Ross County,Chillicothe,OH,CHN,39.44136778,96.97748444
RZZ,Halifax County,Roanoke Rapids,NC,CHN,36.43945583,102.29065861
S01,Conrad,Conrad,MT,CHN,48.16863889,68.0235278
S03,Ashland Muni-Sumner Parker,Ashland,OR,CHN,42.19028361,57.3393717
S05,Bandon State,Bandon,OR,CHN,43.08733083,55.5904422
S07,Bend Muni,Bend,OR,CHN,44.09483333,58.7993611
S10,Chelan Muni,Chelan,WA,CHN,47.86597139,60.0572947
S12,Albany Municipal,Albany,OR,CHN,44.63781639,56.9405514
S18,Forks,Forks,WA,CHN,47.94146583,55.6070133
S21,Sunriver,Sunriver,OR,CHN,43.87633333,58.5469444
S23,Ione Municipal,Ione,WA,CHN,48.70727528,62.5873964
S24,Sandusky Co,Fremont,OH,CHN,41.29570556,96.96276944
S25,Watford City Municipal,Watford City,ND,CHN,47.79569972,76.7463008
S27,Kalispell City,Kalispell,MT,CHN,48.17856944,65.6962592
S28,International Peace Garden,Dunseith,ND,CHN,48.99778194,79.9565411
S30,Lebanon State,Lebanon,OR,CHN,44.529845,57.0704664
S31,Lopez Island,Lopez,WA,CHN,48.48259944,57.0631556
S32,Cooperstown Municipal,Cooperstown,ND,CHN,47.42277361,81.89412861
S33,City-County,Madras,OR,CHN,44.66623139,58.8369
S34,Plains,Plains,MT,CHN,47.47243611,65.099865
S39,Prineville,Prineville,OR,CHN,44.28699389,59.0961672
S40,Prosser,Prosser,WA,CHN,46.212355,60.2071878
S43,Harvey,Snohomish,WA,CHN,47.90815306,57.8945928
S45,Siletz Bay State,Siletz Bay (Gleneden Beach),OR,CHN,44.87761139,55.9715528
S47,Tillamook,Tillamook,OR,CHN,45.41824194,56.1856161
S50,Auburn Municipal,Auburn,WA,CHN,47.32815583,57.7734908
S52,Methow Valley State,Winthrop,WA,CHN,48.42070056,59.8529736
S59,Libby,Libby,MT,CHN,48.28384528,64.5097547
S60,Kenmore Air Harbor Inc,Kenmore,WA,CHN,47.75482,57.7407069
S64,Stanford,Stanford,MT,CHN,47.14718944,69.7700711
S66,Homedale Municipal,Homedale,ID,CHN,43.61488056,63.0784628
S67,Nampa Muni,Nampa,ID,CHN,43.58133333,63.4769444
S68,Orofino Municipal,Orofino,ID,CHN,46.49129139,63.7231939
S69,Lincoln,Lincoln,MT,CHN,46.97494083,67.3552394
S70,Othello Muni,Othello,WA,CHN,46.79486278,60.9197125
S71,Edgar G Obie,Chinook,MT,CHN,48.59194444,70.7511111
S72,St Maries Municipal,St Maries,ID,CHN,47.32768722,63.4226094
S73,Kamiah Municipal,Kamiah,ID,CHN,46.21934028,63.9865264
S80,Idaho County,Grangeville,ID,CHN,45.94255806,63.8765842
S83,Shoshone County,Kellogg,ID,CHN,47.54769889,63.8114992
S85,Big Sky,Culbertson,MT,CHN,48.15333333,75.4961111
S87,Weiser Municipal,Weiser,ID,CHN,44.20683056,63.0376131
S89,Craigmont Municipal,Craigmont,ID,CHN,46.24710917,63.5198553
S93,Cle Elum Municipal,Cle Elum,WA,CHN,47.18317583,59.115475
S94,Whitman County Memorial,Colfax,WA,CHN,46.8584975,62.5862036
S97,Anderson,Brewster,WA,CHN,48.10486806,60.2793872
SAA,Shively,Saratoga,WY,CHN,41.44485944,73.1764736
SAC,Sacramento Executive,Sacramento,CA,CHN,38.51252389,58.5065311
SAD,Safford Regional,Safford,AZ,CHN,32.85331278,70.3650292
SAF,Santa Fe Municipal,Santa Fe,NM,CHN,35.61677778,73.9118611
SAN,San Diego International-Lindbergh,San Diego,CA,CHN,32.73355611,62.8103433
SAR,Sparta Community-Hunter,Sparta,IL,CHN,38.14893833,90.30129028
SAT,San Antonio International,San Antonio,TX,CHN,29.53369444,81.53022222
SAV,Savannah International,Savannah,GA,CHN,32.12758333,98.79786111
SAW,Sawyer,Gwinn,MI,CHN,46.35361111,92.60416778
SAZ,Staples Municipal,Staples,MN,CHN,46.38087944,85.19339833
SBA,Santa Barbara Municipal,Santa Barbara,CA,CHN,34.42621194,60.1596267
SBD,San Bernardino International,San Bernardino,CA,CHN,34.09535361,62.7651258
SBM,Sheboygan County Memorial,Sheboygan,WI,CHN,43.76949444,92.14841056
SBN,South Bend Regional,South Bend,IN,CHN,41.70895361,93.68152583
SBO,Emanuel County,Swainsboro,GA,CHN,32.60825,97.63130556
SBP,San Luis Obispo Co-McChesney,San Luis Obispo,CA,CHN,35.23705806,59.3576069
SBS,Steamboat Springs,Steamboat Springs,CO,CHN,40.51625944,73.1336994
SBU,Blue Earth Municipal,Blue Earth,MN,CHN,43.59534389,85.90715167
SBX,Shelby,Shelby,MT,CHN,48.54125278,68.1279278
SBY,Salisbury-Ocean City: Wicomico Regional,Salisbury,MD,CHN,38.34052611,104.48971194
SCB,Scribner State,Scribner,NE,CHN,41.61033333,83.37013889
SCC,Deadhorse,Deadhorse,AK,CHN,70.19475583,31.5348392
SCD,Merkel Field Sylacauga Municipal,Sylacauga,AL,CHN,33.17183583,93.69446222
SCE,University Park,NA,NA,CHN,40.851206,102.153698
SCH,Schenectady Cty,Schenectady,NY,CHN,42.85245556,106.0711325
SCK,Stockton Metro,Stockton,CA,CHN,37.89426694,58.7613797
SCM,Scammon Bay,Scammon Bay,AK,CHN,61.84454111,14.4262508
SCX,Scott Municipal,Oneida,TN,CHN,36.45569444,95.41425
SD07,Bison Municipal,Bison,SD,CHN,45.51859778,77.5328958
SD10,Canton Municipal,Canton,SD,CHN,43.30888889,83.429
SD12,Wilder,De Smet,SD,CHN,44.43080278,82.43881139
SD16,Eureka Municipal,Eureka,SD,CHN,45.79998111,80.3579375
SD18,Flandreau Municipal,Flandreau,SD,CHN,44.00386056,83.40689861
SD22,Hoven Municipal,Hoven,SD,CHN,45.25755861,80.20216056
SD28,McLaughlin Municipal,McLaughlin,SD,CHN,45.79680833,79.2157497
SD32,Murdo Municipal,Murdo,SD,CHN,43.85165639,79.2879189
SD33,Parkston Municipal,Parkston,SD,CHN,43.37915361,82.02881722
SD34,Presho Municipal,Presho,SD,CHN,43.90637833,79.9629331
SDA,Shenandoah Municipal,Shenandoah,IA,CHN,40.75148167,84.58652778
SDF,Louisville International-Standiford,Louisville,KY,CHN,38.17438889,94.264
SDL,Scottsdale,Scottsdale,AZ,CHN,33.622875,68.0894667
SDM,Brown  Municipal,San Diego,CA,CHN,32.57230556,63.01975
SDP,Sand Point Municipal,Sand Point,AK,CHN,55.31502778,19.4823056
SDY,Sidney-Richland Municipal,Sidney,MT,CHN,47.70685778,75.8074456
SEA,Seattle-Tacoma Intl,Seattle,WA,CHN,47.44898194,57.6906869
SEE,Gillespie,San Diego (El Cajon),CA,CHN,32.82623111,63.0275503
SEF,Sebring  And Industrial Park,Sebring,FL,CHN,27.45640278,98.6576
SEG,Penn Valley,Selinsgrove,PA,CHN,40.82052917,103.13622389
SEM,Craig,Selma,AL,CHN,32.34394667,93.01219667
SEP,Clark Field Municipal,Stephenville,TX,CHN,32.21532333,81.82233278
SER,Freeman Municipal,Seymour,IN,CHN,38.92355361,94.09263444
SET,St Charles County Smart,St Charles,MO,CHN,38.92969444,89.57003889
SEZ,Sedona,Sedona,AZ,CHN,34.84862889,68.2115386
SFB,Orlando Sanford,Orlando,FL,CHN,28.77764,98.76251056
SFD,Bob Wiley,Winner,SD,CHN,43.39058278,80.15743806
SFF,Felts,Spokane,WA,CHN,47.68281806,62.6774417
SFM,Sanford Regional,Sanford,ME,CHN,43.39386111,109.29199972
SFO,San Francisco International,San Francisco,CA,CHN,37.61900194,57.6251567
SFQ,Suffolk Municipal,Suffolk,VA,CHN,36.68235361,103.39812667
SFY,Tri-Township,Savanna,IL,CHN,42.04581972,89.89239944
SFZ,North Central State,Pawtucket,RI,CHN,41.92076333,108.50861861
SGF,Springfield-Branson Regional,Springfield,MO,CHN,37.24432611,86.61314194
SGH,Springfield-Beckley Municipal,Springfield,OH,CHN,39.84028194,96.15984944
SGJ,St. Augustine,St. Augustine,FL,CHN,29.95925,98.66025
SGR,Sugar Land Municipal/Hull,Houston,TX,CHN,29.62225306,84.34347111
SGS,South St.Paul Municipal,South St Paul,MN,CHN,44.85713278,86.96714611
SGT,Stuttgart Municipal,Stuttgart,AR,CHN,34.60054,88.42542583
SGU,St George Muni,St George,UT,CHN,37.09058333,66.4069444
SGY,Skagway,Skagway,AK,CHN,59.46006194,44.6843364
SHD,Shenandoah Valley Regional,Staunton/Harrisonburg,VA,CHN,38.26384333,101.10356194
SHG,Shungnak,Shungnak,AK,CHN,66.88916556,22.8494881
SHH,Shishmaref,Shishmaref,AK,CHN,66.24956861,13.9104411
SHL,Sheldon Municipal,Sheldon,IA,CHN,43.20839361,84.16656694
SHN,Sanderson,Shelton,WA,CHN,47.23355556,56.8524444
SHR,Sheridan County,Sheridan,WY,CHN,44.76919556,73.0197206
SHV,Shreveport Regional,Shreveport,LA,CHN,32.4466275,86.17440167
SHX,Shageluk,Shageluk,AK,CHN,62.69511944,20.4309386
SIG,Fernando Luis Ribas Dominicci,San Juan,PR,CHN,18.45675,113.90116667
SIK,Sikeston Memorial Municipal,Sikeston,MO,CHN,36.89888889,90.43825
SIT,Sitka,Sitka,AK,CHN,57.04713806,44.6384017
SIV,Sullivan County,Sullivan,IN,CHN,39.1147125,92.55167083
SIY,Siskiyou County,Montague,CA,CHN,41.78144167,57.5318906
SJC,San Jose International,San Jose,CA,CHN,37.36186194,58.0709911
SJN,St Johns Industrial Air Park,St Johns,AZ,CHN,34.51855556,70.62125
SJT,San Angelo Regional /Mathis,San Angelo,TX,CHN,31.35775,79.5036944
SJU,Luis Munoz Marin International,San Juan,PR,CHN,18.43941667,113.99816667
SJX,Beaver Island,St James,MI,CHN,45.69227778,94.43369444
SKA,Fairchild AFB,NA,NA,CHN,47.615058,62.344197
SKI,Sac City Municipal,Sac City,IA,CHN,42.37908333,85.02041667
SKW,Skwentna,Skwentna,AK,CHN,61.965295,28.8086339
SKX,Taos Municipal,Taos,NM,CHN,36.45819,74.3275711
SLB,Storm Lake Municipal,Storm Lake,IA,CHN,42.59719444,84.75933333
SLC,Salt Lake City Intl,Salt Lake City,UT,CHN,40.78838778,68.0222269
SLE,McNary Fld,Salem,OR,CHN,44.90952778,56.9975
SLG,Smith,Siloam Springs,AR,CHN,36.19060778,85.50911694
SLK,Adirondack,Saranac Lake,NY,CHN,44.38531,105.79381528
SLN,Salina Municipal,Salina,KS,CHN,38.7914825,82.34939667
SLO,Salem-Leckrone,Salem,IL,CHN,38.64287222,91.03581472
SLQ,Sleetmute,Sleetmute,AK,CHN,61.70931139,22.8442992
SLR,Sulphur Springs Municipal,Sulphur Springs,TX,CHN,33.15983333,84.37886111
SMD,Smith,Fort Wayne,IN,CHN,41.14335389,94.84722306
SME,Somerset-Pulaski County,Somerset,KY,CHN,37.05419722,95.38505861
SMF,Sacramento International,Sacramento,CA,CHN,38.69542167,58.4092331
SMN,Lemhi County,Salmon,ID,CHN,45.12047778,66.1179897
SMO,Santa Monica Municipal,Santa Monica,CA,CHN,34.01582194,61.5487039
SMQ,Somerset,Somerville,NJ,CHN,40.62599083,105.32975667
SMS,Sumter Municipal,Sumter,SC,CHN,33.99569444,99.6385
SMX,Santa Maria Pub/Capt G Allan Hancock,Santa Maria,CA,CHN,34.89924833,59.5424175
SNA,John Wayne /Orange Co,Santa Ana,CA,CHN,33.67565861,62.1317775
SNH,Savannah Hardin County,Savannah,TN,CHN,35.17036,91.78413
SNK,Winston,Snyder,TX,CHN,32.69338667,79.0495475
SNL,Shawnee Municipal,Shawnee,OK,CHN,35.35730333,83.05717167
SNP,St. Paul,St. Paul,AK,CHN,57.16733333,9.7795556
SNS,Salinas Municipal,Salinas,CA,CHN,36.66279222,58.3936397
SNY,Sidney Municipal,Sidney,NE,CHN,41.10133333,77.0147222
SOP,Moore County,Pinehurst/Southern Pines,NC,CHN,35.23735278,100.60883056
SOV,Seldovia,Seldovia,AK,CHN,59.44243917,28.2959497
SOW,Show Low Municipal,Show Low,AZ,CHN,34.26527194,69.9945925
